Tên sản phẩm,Mã sản phẩm,Mã giảm giá,Mức giảm tối thiểu,Mức giảm tối đa,Phương thức thanh toán nhận khuyến mãi,Price,Old Price,Thời gian sử dụng pin (tháng),Đối tượng sử dụng:,Đường kính mặt (mm),Độ dày mặt (mm),Nguồn năng lượng:,Mức kháng nước (ATM),Chất liệu mặt kính:,Thương hiệu của:,Bình luận
EYKI,EYC01902,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,33.0,9.2,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
EYKI,EYC00703,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,990000,24.0,Nữ,29.0,7.6,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
MVW Sport,ML07501,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,36.0,Nam,43.0,10.1,Pin,5.0,Kính khoáng Mineral,Việt Nam,Rất đẹp nhé
EYKI,EYS00401,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,37.0,10.6,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
EYKI,EYL00402,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nam,43.0,10.4,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
Q&Q,C09A002PY,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,30.0,7.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Tốt trong tầm giá
ELIO,EL14001,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,8.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,Nhưng k chỉnh được ngày
ELIO,ES13701,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,1090000,24.0,Nữ,33.0,8.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Sản phẩm bị chút lỗi nhẹ đang gửi đi kiểm tra
ELIO Ngày có em,EL12501,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,32.0,7.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Rất đẹp
CASIO,MTPVD02L1EUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,886000,1182000,36.0,Nam,41.0,9.6,Pin,1.0,Kính khoáng Mineral,Nhật Bản,"Chạy tốt, hàng đẹp"
CASIO,MTS100L1AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,2862000,120.0,Nam,41.3,8.8,Pin,5.0,Kính Sapphire,Nhật Bản,Đồng hồ khá tệ. Bị vô nước mặc dù chỉ rửa tay.Rồi chết máy. Mới mua hơn nửa năm. Gửi hãng bh xem hãng báo bị lỗi gì. K ổn thì vứt luôn. Bye luôn
ELIO Ngày có em,EL12803,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,32.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,Hiện tại thấy ổn
ELIO,EL10102,VNPAYTGDD4,50000,100000,VNPAY-QR,320000,990000,24.0,Nữ,30.0,8.6,Pin,3.0,Kính khoáng Mineral,Việt Nam,Nhìn đơn giản nhưng lên tay đẹp lắm nha
ELIO Nàng Thơ,ES12901,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,28.5,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đẹp , kiểu dang sang"
MVW,MS07802,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,36.0,Nam,39.6,8.95,Pin,5.0,Kính khoáng Mineral,Việt Nam,"Mới mua có mấy tháng, đeo giữ kĩ mà vẫn bị vào nước, núm vặn cứng .Đồng hồ bạc triệu mới dùng mà h phải chấp bung máy, rút kinh nghiệm cứ bình dân thì chỉ có Casio"
MVW Sport,ML07201,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,43.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Được
Elio,EL10002,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,33.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Kim giờ bị lệch
ELIO,EL10302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Sd tốt ạ
ELIO Flower,EL12302,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,35.0,9.3,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ đẹp, dễ phối đồ, chất lượng tốt"
CITIZEN,BI509653L,VNPAYTGDD4,50000,100000,VNPAY-QR,3513000,4685000,24.0,Nam,42.0,11.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Nhìn ngoài rất đẹp nhưng trong hộp không có phiếu bảo hành và hướng dẫn sử dụng
SMILE KID,SL06101,VNPAYTGDD4,50000,100000,VNPAY-QR,120000,150000,18.0,Trẻ em,31.0,20.0,Pin,N/A,Nhựa Resin,Việt Nam,Sản phẩm tốt
MVW,MS05901,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1490000,36.0,Nam,43.0,10.0,Pin,5.0,Kính khoáng Mineral,Việt Nam,Ổn so với tầm giá
CITIZEN,BI509203E,VNPAYTGDD4,50000,100000,VNPAY-QR,2913000,3885000,24.0,Nam,42.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Mặt kính dễ xước quá
CITIZEN,BI509301L,VNPAYTGDD4,50000,100000,VNPAY-QR,2655000,4085000,24.0,Nam,42.0,11.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Sp khá tốt trong tầm giá, kiểu dáng trẻ trung"
ELIO Nắng Xuân,EL03701,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,890000,36.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Mình mua đồng hồ này giá sale 277k. Dây đồng hồ nhỏ, màu da người, khi đeo lên thấy vừa vặn lắm. Mình nghĩ nó hợp cho mấy bạn mấy em học sinh sinh viên. Trên mặt có bông hoa tuyết, gặp không có mấy bông thì mình thích hơn. Nhưng đồng hồ để xem giờ mà, cho nên mình thấy có để trang trí cũng được. Anh tư vấn cho mình thì nhiệt tình. Cho 5 luôn"
ELIO Nắng Xuân,EL02501,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,36.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đep..ok lăm..rẻ nua
ELIO Nàng Thơ,ES05201,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,36.0,Nữ,26.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đẹp nhức nách nha mấy mà .. Mê dữ lắm . đơn giản mà đẹp . mấy cái đồng hồ kiểu cọ thua xa nha.. Mê
ELIO Nàng Thơ,ES03101,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,36.0,Nữ,28.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Hàng tốt chất lượng cũng ok
Q&Q,S399J212Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1029000,36.0,Nữ,30.0,8.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,tốt
NAKZEN,SL4043LREBN6N0,VNPAYTGDD4,50000,100000,VNPAY-QR,539000,1078000,24.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Hàng dùng tốt, quan trọng là thái độ phục vụ của nhân viên rất tốt"
CASIO,MTP1302D1A1VDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1107000,1476000,24.0,Nam,38.5,9.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
TITAN,1585SM05,VNPAYTGDD4,50000,100000,VNPAY-QR,650000,1300000,18.0,Nam,43.0,9.4,Pin,5.0,Kính khoáng Mineral,Ấn Độ,Mơi mua mà vô nước ko sử dụng được
CASIO,LTPV006D4BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,673000,1036000,24.0,Nữ,25.0,9.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Tốt
CASIO,MTPV300D7AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1398000,1865000,24.0,Nam,38.0,N/A,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
CASIO,A159WAN1DF,VNPAYTGDD4,50000,100000,VNPAY-QR,696000,1072000,84.0,Unisex,33.0,8.6,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Chất lượng tuyệt vời
CASIO,MTP1183Q9ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1150000,24.0,Nam,38.0,9.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Ok trong tầm giá
CITIZEN,BI500010A,VNPAYTGDD4,50000,100000,VNPAY-QR,2388000,3185000,24.0,Nam,39.0,8.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
CASIO,LTPV005D4B2UDF,VNPAYTGDD4,50000,100000,VNPAY-QR,521000,803000,24.0,Nữ,28.2,7.9,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Rất đẹp
CASIO,LQ142E2ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,390000,499000,36.0,Nữ,22.4,7.8,Pin,3.0,Nhựa,Nhật Bản,"3 sao vì cửa hàng giao đh hết pin. Mất côg mang ra bảo hành các bạn NV chỗ mình mang ra BH nhiệt tình, dễ thương"
CASIO,MTPV006GL7BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,777000,1036000,24.0,Nam,38.0,9.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Hài lòng về sp. Và hài lòng về bạn nhân viên giao hàng. Mặc trời mưa vẫn đi giao hàng. 10đ phục vụ cho bạn
CASIO,LTPV004GL9AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,604000,930000,24.0,Nữ,30.2,9.6,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đẹp
CASIO,A168WG9WDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1340000,2062000,24.0,Unisex,35.0,9.7,Pin,3.0,Nhựa,Nhật Bản,"Đồng hồ đẹp
Nhân viên TGDD rất quan tâm khách hàng"
SKMEI,SK1478,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,350000,12.0,Trẻ em,28.0,13.0,Pin,5.0,Nhựa Resin,Trung Quốc,Ok.
MVW,MS08302,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,2400000,18.0,Nam,40.0,9.25,Pin,5.0,Kính khoáng Mineral,Việt Nam,N/A
CASIO,LTP1275SG9ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,1015000,1563000,36.0,Nữ,25.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Tốt nhân viên vv
CASIO,AE1000W4BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,852000,1136000,120.0,Nam,43.5,13.5,Pin,10.0,Nhựa,Nhật Bản,Vì mình mới mua nên trước mắt thì thấy sài tốt ạ.Còn sau này thì ko biết sao ạ
CASIO,LRW200H7BVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,610000,939000,36.0,Nữ,33.0,12.0,Pin,10.0,Nhựa,Nhật Bản,Tuyệt vời
SMILE KID,SL08403,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,12.0,Trẻ em,37.0,9.0,Pin,3.0,Nhựa PMMA,Việt Nam,Mới dc 1 ngãy gãy cái đồ gài
CASIO,LTPV005L1BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,509000,784000,36.0,Nữ,28.0,7.8,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Rất là oke luôn ă
CASIO,LTPV005GL1BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,538000,829000,36.0,Nữ,28.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,San phẩm tốt chất lượng
SMILE KID,SL09801,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,320000,24.0,Trẻ em,31.0,10.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,"Kiểu dáng đẹp, màu sắc hài hòa"
SMILE KID,SL09802,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,320000,24.0,Trẻ em,31.0,8.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Đẹp. Dể thương. Bé rất thích
MVW,ML05601,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,42.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Lịch ngày chạy không đúng
Q&Q,S284J101Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,36.0,Nam,40.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Sản phẩm khá là tệ mua về không có dạ quang
SMILE KID,SL3824,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,36.0,Trẻ em,34.0,14.0,Pin,3.0,Kính Acrylic (thủy tinh hữu cơ),Việt Nam,Chất lượng chưa biết nhưng thái độ phục vụ nhiệt tình
CASIO,MTPV300GB1AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1554000,2392000,24.0,Nam,40.0,8.6,Pin,1.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ chỉ rửa tay hoặc đi không may dính mưa là vào nước, mặc dù đã đi bảo hành rồi nhưng không ổn. Muốn nhận được phản hồi từ nhà bán hàng"
GSHOCK,GBA9001ADR,VNPAYTGDD4,50000,100000,VNPAY-QR,3505000,4674000,24.0,Nam,48.9,16.6,Pin,20.0,Kính khoáng Mineral,Nhật Bản,Sau 4 tháng đã đọng sương ở mặt trong dù ko đeo đi bơi
MVW,ML05401,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,40.0,7.0,Pin,5.0,Kính Sapphire,Việt Nam,"Đẹp, rẻ, tốt"
NAKZEN Hoa & Gió,SS1015L7N0,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1980000,24.0,Nữ,30.0,10.0,Pin,3.0,Kính Sapphire,Nhật Bản,Dây đeo chỗ chốt rai xài mới 3 bữa đã bị hư
CASIO,MTP1381D7AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1282000,1710000,24.0,Nam,39.9,N/A,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,S398J201Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,36.0,Nam,40.0,9.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,sản phẩm chất lượng trong tầm giá...nhân viên hộ trợ nhiệt tình
CASIO,LTP1183Q9ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1150000,24.0,Nữ,26.0,6.6,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đợi dùng time mới biết
ELIO,ES08401,VNPAYTGDD4,50000,100000,VNPAY-QR,290000,1190000,24.0,Nữ,28.5,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Bên ngoài sáng long lanh.
CASIO,MTP1384D2AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1870000,2494000,24.0,Nam,41.0,10.0,Pin,10.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ chắc chắn đẹp,đeo vào rất vừa ý"
Q&Q,S396J212Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,36.0,Nam,40.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,"Đẹp hơn trong hình luôn nhé ae,trung niên thanh niên đeo điều hợp,quất đi ae đừng do dự nữa"
CASIO,MTP1335D7AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1230000,1641000,24.0,Nam,38.0,10.0,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Quảng cáo là thép k rỉ mà vậy nè
ELIO,ES017C2,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,12.0,Nữ,28.0,7.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đẹp xuất sắc luôn, chờ đợi gần 2 tuần xứng đáng"
MVW Sport,MS09902,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2490000,36.0,Nam,43.0,11.0,Pin,5.0,Kính Sapphire,Việt Nam,N/A
Q&Q,G18A001VY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,790000,24.0,Nam,52.5,16.2,Pin,10.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,N/A
Q&Q,GW87J010Y,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nam,52.0,18.5,Pin,10.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,N/A
MVW Sport,ML08702,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,36.0,Nam,41.0,10.0,Pin,5.0,Kính Sapphire,Việt Nam,N/A
CASIO,LTP1275D1ADF,VNPAYTGDD4,50000,100000,VNPAY-QR,715000,1100000,36.0,Nữ,25.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Điểm trừ duy nhất là kim ko phát sáng, khi ở chỗ tối không xem được. Mặt đồng hồ nhỏ phù hợp với cổ tay nhỏ, đeo đẹp ổn. Đồng hồ ko có số, người khác khó xem ké. Phải đem đến cho Kỹ thuật 2 lần, lần 1 là cắt dây cho vừa cổ tay, lần 2 dây bị đứt. Mong ko có vấn đề gì nữa thì mọi thứ chấp nhận được."
GSHOCK 2100,GA2100VB1ADR,VNPAYTGDD4,50000,100000,VNPAY-QR,2860000,3814000,36.0,Nam,45.4,11.8,Pin,20.0,Kính khoáng Mineral,Nhật Bản,sài rất ok
CASIO,LTPV004GL7AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,604000,930000,36.0,Nữ,29.6,9.6,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Mẫu mã đẹp nhưng mới mua vài hôm đã chạy sai ngày
EDIFICE CASIO,EFR526D3AVUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2707000,3610000,24.0,Nam,43.8,11.6,Pin,10.0,Kính khoáng Mineral,Nhật Bản,N/A
ELIO Set quà,ES160001,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,19.0,7.9,Pin,3.0,Kính khoáng Mineral,Việt Nam,"Đồng hồ rất xinh, dây có thể cắt được không ạ"
ELIO Elegant Lady,EL14502,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
MVW Galaxy,MLA08801,VNPAYTGDD4,50000,100000,VNPAY-QR,1990000,3990000,N/A,Nam,43.0,12.35,Cơ tự động,5.0,Kính Sapphire,Việt Nam,Không có dây thay thế giờ hư dây không biết tìm đâu xài
CASIO,WS1600H2AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,790000,1251000,120.0,Nam,42.1,12.5,Pin,10.0,Nhựa,Nhật Bản,"Máy ok, màn hình sáng hơn chút hoặc có nút chỉnh sáng tối sẽ tốt hơn. Chuông báo nhỏ quá"
MVW,MS06802,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,39.5,8.0,Pin,5.0,Kính Sapphire,Việt Nam,Kéo ra chỉnh thứ k đc phải chỉnh bằng cách quay đồng hồ
ORIENT,RFQD0011L10B,VNPAYTGDD4,50000,100000,VNPAY-QR,2490000,3630000,24.0,Nam,39.0,7.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Mua online nên k để ý dây dây treo bi nhỏ so với tay mình. Muốn đổi lại mà k biết được không
COACH,14503524,VNPAYTGDD4,50000,100000,VNPAY-QR,5700000,0,18.0,Nữ,36.0,7.0,Pin,3.0,Kính khoáng Mineral,Mỹ,"Minh nhận được đồng hồ như dây đeo bị xước khá nặng, không hiểu sao đồng hồ mới lại xước như vậy nữa. Và mang về nhà mới thấy đồng hồ ko chạy, chắc do hết pin."
CASIO,MTP1314D7AVDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1107000,1476000,24.0,Nam,45.0,N/A,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Sản phẩm ok. Nhưng hộp thì đã bạc màu.
NAKZEN,SL4105LBK3,VNPAYTGDD4,50000,100000,VNPAY-QR,825000,1650000,24.0,Nữ,36.0,7.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"đẹp, xài tốt, ngon so vs tầm giá"
ELIO Xmas,ES09903,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,26.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,Tốt trong tầm giá
CASIO,LTPV007D4EUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,640000,985000,36.0,Nữ,22.2,8.0,Pin,3.0,Kính khoáng Mineral,Nhật Bản,"Đồng hồ đẹp nên mua, đc giá sale chim ưng"
MVW,ML05701,VNPAYTGDD4,50000,100000,VNPAY-QR,990000,1990000,24.0,Nam,42.0,8.0,Pin,5.0,Kính Sapphire,Việt Nam,"Kiểu dáng đẹp, sang trọng, chất lượng thì để dùng một thời gian xem

Nhân viên tư vấn và giúp mình chọn mẫu nhiệt tình
Nhưng về nhà mới thấy hơi Fail, để ý đồng hồ và hộp khác model nhau, ko có hàng full box thôi chấp nhận đi, nhưng mua mẫu ML057-01 mà nhét vào hộp ML047-01 thì thiếu chỉn chu quá. Nếu mua làm quà thì sao, rồi mua IP13 mà nhét hộp IP12 thì sao??
Góp ý để bạn nhân viên chú ý hơn"
ELIO Nàng Thơ,ES04101,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,36.0,Nữ,30.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Phục vụ rất tốt
ELIO Nắng Xuân,EL03301,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nữ,32.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đồng hồ nhìn dễ thương.Chất liệu da Ok
ELIO Nàng Thơ,ES05202,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,36.0,Nữ,26.0,9.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Nhân viên nhiệt tình chu đáo
ELIO Nắng Xuân,EL04001,VNPAYTGDD4,50000,100000,VNPAY-QR,210000,890000,36.0,Nữ,28.0,8.0,Pin,3.0,Kính khoáng Mineral,Việt Nam,Đông hô đep gia hợp lí
GSHOCK 2100,GA2100SB1ADR,VNPAYTGDD4,50000,100000,VNPAY-QR,3269000,4359000,36.0,Nam,45.4,11.8,Pin,20.0,Kính khoáng Mineral,Nhật Bản,Giao nhanh nhân viên xử lý vấn đề tốt
MVW,ML09102,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2490000,36.0,Nam,43.0,9.3,Pin,5.0,Kính Sapphire,Việt Nam,N/A
ELIO Sunshine,ES16502,VNPAYTGDD4,50000,100000,VNPAY-QR,890000,1390000,24.0,Nữ,29.0,7.7,Pin,3.0,Kính khoáng Mineral,Việt Nam,N/A
MVW Star Automatic,MSA10201,VNPAYTGDD4,50000,100000,VNPAY-QR,2290000,4490000,N/A,Nam,41.0,11.4,Cơ tự động,5.0,Kính Sapphire,Việt Nam,N/A
MVW Sport,ML09002,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2490000,36.0,Nam,41.0,10.45,Pin,5.0,Kính Sapphire,Việt Nam,N/A
MVW Sport,MS09901,VNPAYTGDD4,50000,100000,VNPAY-QR,1290000,2490000,36.0,Nam,43.0,11.0,Pin,5.0,Kính Sapphire,Việt Nam,"Đẹp,NV giao hàng nhiệt tình, NV phục vụ vui vẻ,mong rằng sản phẩm tốt ko có sự cố này nọ"
EYKI,EYS00701,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,28.5,7.9,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
Q&Q,F07A001PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nữ,22.0,7.3,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
Q&Q,F11A002PY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,890000,24.0,Nữ,30.0,7.5,Pin,3.0,Kính khoáng Mineral,Nhật Bản,N/A
EYKI,EYL01103,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nữ,32.0,8.5,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
EYKI,EYS00402,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1090000,24.0,Nữ,37.0,10.6,Pin,3.0,Kính khoáng Mineral,Trung Quốc,N/A
Q&Q,V06A007VY,VNPAYTGDD4,50000,100000,VNPAY-QR,490000,690000,24.0,Nữ,34.0,8.9,Pin,10.0,Kính Acrylic (thủy tinh hữu cơ),Nhật Bản,Rẻ đẹp
ELIO,EL12706,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nữ,35.2,10.55,Pin,3.0,Kính khoáng Mineral,Việt Nam,Rất đẹp. đẹp hơn trên hình nhiều
ELIO Xmas,EL13101,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,24.0,Nữ,36.0,8.5,Pin,3.0,Kính khoáng Mineral,Việt Nam,Tốt
Casio,LTP1169N7ARDF,VNPAYTGDD4,50000,100000,VNPAY-QR,1054000,1622000,24.0,Nữ,22.0,7.4,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Đẹp
SKMEI,SK1455,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,300000,12.0,Trẻ em,37.6,13.0,Pin,5.0,Nhựa Resin,Trung Quốc,Sân phẩm rất tốt
SMILE KID,SL12503,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,290000,12.0,Trẻ em,30.0,10.0,Pin,3.0,Nhựa,Việt Nam,Rất hài lòng về sản phẩm
SMILE KID,SL12302,VNPAYTGDD4,50000,100000,VNPAY-QR,190000,260000,12.0,Trẻ em,29.0,9.8,Pin,3.0,Nhựa,Việt Nam,Tốt xài rất hợp với bé
Q&Q,A12A004PY,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1190000,24.0,Nam,42.0,8.2,Pin,5.0,Kính khoáng Mineral,Nhật Bản,N/A
CASIO,LTPV006L7BUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,604000,930000,24.0,Nữ,25.0,9.2,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Giao hàng đúng hẹn. Sản phẩm tốt
CITIZEN,BI505852L,VNPAYTGDD4,50000,100000,VNPAY-QR,2988000,3985000,24.0,Nam,42.0,9.8,Pin,10.0,Kính khoáng Mineral,Nhật Bản,"Mới dùng nhưng thấy khá ổn, nên mua nhé mn"
CASIO,LTPV004L1AUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,572000,880000,24.0,Nữ,30.0,7.8,Pin,3.0,Kính khoáng Mineral,Nhật Bản,Nhân viên tư vấn nhiệt tình tận tâm. Sản phẩm oke.
Q&Q,A36A003PY,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,990000,24.0,Nam,42.0,11.5,Pin,5.0,Kính khoáng Mineral,Nhật Bản,Đẹp nè. Nhìn sang trọng. Nên mua nhen mn
EDIFICE CASIO,EFV150D1AVUDF,VNPAYTGDD4,50000,100000,VNPAY-QR,2313000,3084000,36.0,Nam,42.6,9.0,Pin,10.0,Kính khoáng Mineral,Nhật Bản,N/A
MVW,ML08202,VNPAYTGDD4,50000,100000,VNPAY-QR,590000,1290000,36.0,Nam,40.0,9.2,Pin,5.0,Kính khoáng Mineral,Việt Nam,N/A
MVW UT,ML07701,VNPAYTGDD4,50000,100000,VNPAY-QR,690000,1290000,36.0,Nam,40.0,6.4,Pin,5.0,Kính khoáng Mineral,Việt Nam,Tốt
